feedback_id,feedback,title,author_codes,channel,product_area,source_dataset
Q3explainR_2djkv5Ur38P2mBX,"It concerned a difference of opinion. I think that great caution, I would almost say humility, is required when claiming errors.",Explain PubPeer concern / citation context — cit337_1,opinion,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2eaVEFgafCM8J2H,It looks like the authors have intentionally manipulated the pictures,Explain PubPeer concern / citation context — cit576_1,fraud; intent,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2haQvpfwNxt155y,"PubPeer spotted a mistake we made in the assembly of a figure. We published a correction in whcih we provided the originial, raw data and a corrected figure. The mistake had no impact on the conclusions of the study.",Explain PubPeer concern / citation context — com63_1,correction-done; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2kpUeCYhyOfrdap,This was a duplicated image that was included by mistake.,Explain PubPeer concern / citation context — com543_1,error-duplication,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2pGxxvmrt0PVX7H,There are clear evidence that several of the figures been manipulated. it is impossible to call them error.,Explain PubPeer concern / citation context — cit345_1,fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_2sufsSNWD3iCy5d,"I just cited that article because it provided figures that could be compared with my results. I was awared that the issue commented in PubPeer, because it was hard to me understand the meaning of lakh and translate it to the usual numerical form.",Explain PubPeer concern / citation context — cit577_1,citation-reasons; aware-of-pb,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_3atcj3iL82Wo2ml,"one of the spines images looks like a duplicate, the other does not.  As for blots, without benefit of software, authors (including me) have trouble discerning the images.  It is the quantitation that is important.",Explain PubPeer concern / citation context — cit406_1,uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_4lkhNSraPncULkt,"Figure is clearly cobbled together with duplicated tracks. .It had to have been intentional, so not sure that is an ""error"".",Explain PubPeer concern / citation context — cit578_1,intent; fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_575Tmb1rLCuECEF,i CANNOT JUDGE,Explain PubPeer concern / citation context — cit579_1,uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5jEa5FCrHUj2l0R,This error was recognized and corrected before it was posted at PubPeer.  Then there were posts and repeated posts which appeared many years after our correction (it is with these re-posts that I become aware of the pubpeer.,Explain PubPeer concern / citation context — com81_1,correction-done; error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_5szznhhxc5ialYz,"The manipulation western blots is fraud. More than an error. However, if this is the sole ""error"" it is unlikely to be of importance, unless the authors were lax with the truth elsewhere in their work.",Explain PubPeer concern / citation context — cit361_1,fraud-not-error; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_62p1NswxveY45P3,"The comments were about an image my colleague touched up to look prettier. The result was a negative tissue in situ hybridization image. My colleague tried to minimize a fold of the tissue. I did not know he had done that. In retrospect, I wish we had not done this but the result was negative and the image touch up did not affect the negative result.",Explain PubPeer concern / citation context — cit49_1,no-serious-consequence; other,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_64H454ui0LB7VHb,"I wouldn't call it an error because it looks more like data manipulation on the part of the authors (i.e., falsification). For our paper, which was a a comprehensive review article rather than an original research article (and which featured 145 references), there is essentially no impact of this problem on our main arguments. We only included reference to this work in a very early paragraph that more or less supports the idea that using cross-species approaches (here, honey bee on mammalian cells) is exciting and can offer novel avenues for regenerative medicine. The nuts and bolts of any claims about royal jelly activity on mammalian cells only appears much later in the article, and those claims refer to several other (hopefully more rigorous/truthful) research papers on royal jelly.",Explain PubPeer concern / citation context — cit45_1,fraud-not-error; review-article; citation-reasons; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_674EmOvdN6HxIxX,To me this appears to be an honest error.,Explain PubPeer concern / citation context — cit366_1,error-not-fraud,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_6b2ythVacJMJOzz,"The methods are not sufficient to understand how these experiments were carried out.  It is possible that the two images are duplicated, with one of the images slightly adjusted.  But it also seems plausible that both markers (IgG and Fibrin) were stained in the same mouse, a multicolor image was acquired that included lectin, IgG, and Fibrin staining, and the final images were presented with only two channels with pseudocoloring implemented such that signals for IgG and Fibrin are both red.  Signals for IgG and Fibrin are expected to be similar if the BBB is leaky.  Ultimately, I don't think that this comment affects my opinion of the manuscript I cited.",Explain PubPeer concern / citation context — cit580_1,uncertain; no-serious-consequence,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7H6LQpdh6nBWYDN,I'd call it fraud.,Explain PubPeer concern / citation context — cit581_1,fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_7KyVR1ODLpekSOZ,"""Error"" is the nicest interpretation. It looks like falsification to me.",Explain PubPeer concern / citation context — cit582_1,fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_81zNMMl7X1OcsHX,The issue mentioned on PubPeer seems to indicate a clear fabrication.,Explain PubPeer concern / citation context — cit583_1,fraud-not-error,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_86lu3J4zzyMQLPg,I agree with the concerns raised on PubPeer.,Explain PubPeer concern / citation context — cit584_1,relevant-comment,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8Ck1En4qS6w3o2d,"If there is a genuine issue with the cited references, this does not necessarily diminish the scientific value of the publication, and authors are generally not held responsible for problems that may later arise with the references they used, as they relied on the reputation and credibility of the journals and publishers that originally published those references.",Explain PubPeer concern / citation context — com414_1,responsibility-to-journals,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
Q3explainR_8GvMyUi2HE0UZsB,I have currently no idea on how much the results presented in this very figure impact the overall conclusion of the publication.,Explain PubPeer concern / citation context — cit585_1,uncertain,open-ended survey (qualitative),Explain PubPeer concern / citation context,Zenodo 10.5281/zenodo.20413424 — PubPeer perceptions (qualitative)
