feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-17480,"""The only drawback to this and all HIV drugs is the expense to people without insurance.""",Atripla — HIV Infection,5.0,2015-11-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-80639,"""I got tested for STDs just as a routine test and it got back positive for chlamydia. My boyfriend and I were just shocked, we don't know which one got it before we got together. Doctor was very clear about the possibility of the bacterium to be silent for month but not clear about the side effects of this medication!I took 4 tablets of 250 mg and after 2 hours I felt terrible, stomachache like never in my life and I had to fight against the vomit always around the corner all day. Take a day off or take the pill after work to have plenty of time to deal with it!""",Azithromycin — Chlamydia Infection,2.5,2015-08-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-81972,"""This has been very helpful to me and usually only requires 1/2 a 10 mg tablet.  I get to sleep, and most important, I stay asleep.  I don't have any 'hangover' feelings the next morning.""",Zolpidem — Not Listed / Othe,4.5,2008-06-03,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-58450,"""I am a college student and found that for the first two months, Concerta worked wonders. It improved my mood, attention, and energy. It even helped with headaches. However, as I write this at 3 am, the side effect of sleep disruption has become unbearable. I either don't sleep for days or sleep for 20 hours a day for a week. Don't write it off, though. It is definitely effective and adjusting the dose may do the trick.""",Concerta — ADHD,4.0,2011-12-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-01584,"""I am on a maintenance dose of 1 mg 3 times a day along with a different Xanax .5 if I am having a panic attack. I'm agoraphobic and suffer from anxiety because of multiple reasons. I find klonopin is a amazing medication that helps tremendously. I wouldn't have the life I have today.""",Clonazepam — Anxiety,5.0,2016-08-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-138408,"""I've been on this pill for about 10 months now. The first 6 months for me were horrible. Constant nausea from the time I woke up until I went to sleep.  This was my last hope, I have been on Loestrin fe, Microgestin, NuvaRing and every one of them gave me constant yeast infections. I'd get rid of one and within a week I'd have another. So after this birth control, I was going to give up, but I wanted to be sure. Now, I'm great. Haven't gained any weight at all, my boobs haven't gotten any bigger which sucks (32A...yea, I know), I don't have nausea anymore. And it's free on my insurance.""",Ethinyl estradiol / norethindrone — Birth Control,4.0,2013-08-20,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-41532,"""I experienced no relief of allergy symptoms with this medication.""",Allegra Allergy — Allergic Rhinitis,1.0,2016-03-22,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-127865,"""I started taking it for excessive bleeding (was hospitalized with anemia a few times).

The first month was ok - the bleeding definitely was lighter. I did get some dizziness but it was minor. In the 2nd month on day 7 bleeding started. At first light, and then the most severe I ever experienced, with clots so huge and frequent that I did not understand where they could be coming from. I kept taking the pills through the second package since dr told me my body has to get used to the hormones - but I became so anemic and fatigued that I could not get out of bed. Did not start 3rd package. Could work for some - was horrible for me.""",Dienogest / estradiol — Menorrhagia,1.5,2017-01-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-60065,"""I am a healthy 70 year old retired peace officer. I take medication for high blood pressure. Have tried Viagra and Levitra over the years with limited success. Hated to have to remember to take the pill a hour prior to sexual relations with my partner who is 16 years my junior and a challenger to keep up with in and of bed. Doctor recently prescribed Cialis 5 mg for daily use. All I can say is &quot;where has this been all my life??&quot; I take one pill daily at noon. I am ready, willing, and now, thanks to Cialis, able, to perform almost immediately. I feel as I did when I was a teenager. My erections are often and much, much stronger and last so much longer. This has to be the Fountain of Youth! Sure feels that way to me and to my partner.""",Tadalafil — Erectile Dysfunction,5.0,2011-04-04,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-79675,"""Serious relief from an aggravating cough that had me physically drained and in pain. But this is day two and 2:12am and yesterday I had maybe two hours accumulated sleep. Cannot switch my brain off and I desperately want to sleep!!! I suggest a day break between where you use DayQuil/NyQuil unless you want to experience what seems to me a crack addict feels.""",Guaifenesin / pseudoephedrine — Cough and Nasal Congestion,4.0,2017-02-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-104792,"""I had low sex drive, painful joints, low energy, could not get an erection, and just felt like a 100 year old man.  I got my testosterone checked and it was really low.  I was prescribed 200 mg of testosterone and felt worse.  After researching and talking to some people who had the same problem in the real world, they explain in detail that my body was naturally producing more testostrone naturally than I was getting through these shots.  I lifted hard through my failing body and always did a high volume squat program.  I read all the old Russian training journals and they concluded that without a doubt that a high volume extremely hard squat program produced way more testosterone than I was recieving from this treatment.testy atrophy""","Testosterone — Hypogonadism, Male",1.0,2017-02-05,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-81467,"""I had my ParaGard placed in October of 2011. I remember it being a quick process and just slight cramping when it was inserted. I've had it for 4 years now and am about to have it replaced with a new one because I love it so much! The only negative thing I have found is that I get cramps monthly. I NEVER experienced menstrual cramps before I got the ParaGard, I now know what my friends always complained about. It has also been 100% effective for my husband and I since I've had it ;)""",Copper — Birth Control,5.0,2015-12-06,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
